Timestamp for sample frequency every 1 min,Temperature_Fahrenheit,Relative_Humidity
2020-08-23 11:00:00,73.4046,59.3076
2020-08-23 11:01:00,73.4625,54.9131
2020-08-23 11:02:00,73.9645,75.1157
2020-08-23 11:03:00,75.1614,75.8176
2020-08-23 11:04:00,75.8564,76.3364
2020-08-23 11:05:00,76.4741,76.3669
2020-08-23 11:06:00,77.0147,76.3975
2020-08-23 11:07:00,77.5166,75.9702
2020-08-23 11:08:00,77.9992,75.8176
2020-08-23 11:09:00,78.4046,75.3293
2020-08-23 11:10:00,78.8300,75.4500
2020-08-23 11:11:00,79.2000,74.9000
2020-08-23 11:12:00,79.5200,74.6600
2020-08-23 11:13:00,79.8500,74.5400
2020-08-23 11:14:00,80.1600,74.0200
2020-08-23 11:15:00,80.4300,73.9300
2020-08-23 11:16:00,80.7000,73.9300
2020-08-23 11:17:00,80.9300,73.5000
2020-08-23 11:18:00,81.1700,73.4100
2020-08-23 11:19:00,81.4000,73.3200
2020-08-23 11:20:00,81.5900,73.1900
2020-08-23 11:21:00,81.7800,72.9200
2020-08-23 11:22:00,81.9800,72.9500
2020-08-23 11:23:00,82.1500,72.8300
2020-08-23 11:24:00,82.3200,72.5500
2020-08-23 11:25:00,82.5400,73.4400
2020-08-23 11:26:00,82.6700,70.9000
2020-08-23 11:27:00,82.7500,70.4200
2020-08-23 11:28:00,82.7900,69.8400
2020-08-23 11:29:00,82.8300,70.1100
2020-08-23 11:30:00,82.8800,69.9300
2020-08-23 11:31:00,82.9000,69.7400
2020-08-23 11:32:00,82.9600,70.0800
2020-08-23 11:33:00,82.9800,69.8700
2020-08-23 11:34:00,83.0000,69.9000
2020-08-23 11:35:00,83.0400,69.6500
2020-08-23 11:36:00,83.0800,70.1700
2020-08-23 11:37:00,83.1200,69.6500
2020-08-23 11:38:00,83.1500,69.5600
2020-08-23 11:39:00,83.2100,69.6200
2020-08-23 11:40:00,83.2700,69.7100
2020-08-23 11:41:00,83.3300,69.7100
2020-08-23 11:42:00,83.3700,69.5900
2020-08-23 11:43:00,83.4000,69.4100
2020-08-23 11:44:00,83.4400,69.2900
2020-08-23 11:45:00,83.5000,69.6200
2020-08-23 11:46:00,83.5800,69.3500
2020-08-23 11:47:00,83.6200,69.5000
2020-08-23 11:48:00,83.6600,69.5300
2020-08-23 11:49:00,83.7100,69.5600
2020-08-23 11:50:00,83.7700,69.4400
2020-08-23 11:51:00,83.8300,69.3800
2020-08-23 11:52:00,83.8900,69.5600
2020-08-23 11:53:00,83.9500,69.7100
2020-08-23 11:54:00,84.0200,69.9600
2020-08-23 11:55:00,84.0800,69.8700
2020-08-23 11:56:00,84.1400,70.0200
2020-08-23 11:57:00,84.2000,69.9000
2020-08-23 11:58:00,84.2700,69.9600
2020-08-23 11:59:00,84.3300,69.7100
2020-08-23 12:00:00,84.3900,69.6500
2020-08-23 12:01:00,84.4500,69.6800
2020-08-23 12:02:00,84.5200,69.7100
2020-08-23 12:03:00,84.5800,69.3500
2020-08-23 12:04:00,84.6200,69.5000
2020-08-23 12:05:00,84.6800,69.4400
2020-08-23 12:06:00,84.7400,69.5300
2020-08-23 12:07:00,84.7900,69.5300
2020-08-23 12:08:00,84.8500,69.4100
2020-08-23 12:09:00,84.9300,69.6800
2020-08-23 12:10:00,84.9900,69.7400
2020-08-23 12:11:00,85.0300,69.4400
2020-08-23 12:12:00,85.0800,69.5900
2020-08-23 12:13:00,85.1200,69.1300
2020-08-23 12:14:00,85.1600,69.1000
2020-08-23 12:15:00,85.2000,69.1600
2020-08-23 12:16:00,85.2400,69.0700
2020-08-23 12:17:00,85.2800,69.0400
2020-08-23 12:18:00,85.3400,69.1300
2020-08-23 12:19:00,85.3700,68.9500
2020-08-23 12:20:00,85.4100,69.0700
2020-08-23 12:21:00,85.4900,69.0700
2020-08-23 12:22:00,85.5500,69.2300
2020-08-23 12:23:00,85.5900,69.3200
2020-08-23 12:24:00,85.6400,69.2600
2020-08-23 12:25:00,85.7020,69.2563
2020-08-23 12:26:00,85.7599,69.1953
2020-08-23 12:27:00,85.8178,68.5544
2020-08-23 12:28:00,85.8565,68.7375
2020-08-23 12:29:00,85.8951,68.3408
2020-08-23 12:30:00,85.9144,67.5474
2020-08-23 12:31:00,85.9337,67.7610
2020-08-23 12:32:00,85.9723,68.1272
2020-08-23 12:33:00,86.0109,68.0051
2020-08-23 12:34:00,86.0495,68.0662
2020-08-23 12:35:00,86.0881,68.1272
2020-08-23 12:36:00,86.1267,68.0967
2020-08-23 12:37:00,86.1653,68.0051
2020-08-23 12:38:00,86.2039,67.9441
2020-08-23 12:39:00,86.2426,67.9746
2020-08-23 12:40:00,86.2812,67.9746
2020-08-23 12:41:00,86.3198,67.7915
2020-08-23 12:42:00,86.3391,67.2117
2020-08-23 12:43:00,86.3584,67.3032
2020-08-23 12:44:00,86.3970,66.9370
2020-08-23 12:45:00,86.4163,67.0591
2020-08-23 12:46:00,86.4549,67.4558
2020-08-23 12:47:00,86.4742,67.0896
2020-08-23 12:48:00,86.5128,66.9065
2020-08-23 12:49:00,86.5514,67.1201
2020-08-23 12:50:00,86.5707,67.3643
2020-08-23 12:51:00,86.6287,67.4253
2020-08-23 12:52:00,86.6673,67.4558
2020-08-23 12:53:00,86.7059,67.3948
2020-08-23 12:54:00,86.7445,67.3032
2020-08-23 12:55:00,86.8024,67.3337
2020-08-23 12:56:00,86.8410,67.3032
2020-08-23 12:57:00,86.8796,67.3337
2020-08-23 12:58:00,86.9182,67.1506
2020-08-23 12:59:00,86.9568,67.0286
2020-08-23 13:00:00,86.9955,67.0286
2020-08-23 13:01:00,87.0341,66.7844
2020-08-23 13:02:00,87.0727,66.7234
2020-08-23 13:03:00,87.1499,66.9675
2020-08-23 13:04:00,87.2078,66.8149
2020-08-23 13:05:00,87.2657,66.8149
2020-08-23 13:06:00,87.3429,66.8455
2020-08-23 13:07:00,87.3816,66.8760
2020-08-23 13:08:00,87.3816,66.3572
2020-08-23 13:09:00,87.4202,66.3267
2020-08-23 13:10:00,87.4202,66.0825
2020-08-23 13:11:00,87.4202,66.1436
2020-08-23 13:12:00,87.5167,66.2961
2020-08-23 13:13:00,87.5746,66.2961
2020-08-23 13:14:00,87.6518,66.2656
2020-08-23 13:15:00,87.6904,66.2961
2020-08-23 13:16:00,87.7677,66.2656
2020-08-23 13:17:00,87.8063,65.4722
2020-08-23 13:18:00,87.8449,65.1975
2020-08-23 13:19:00,87.9028,65.6248
2020-08-23 13:20:00,87.9607,65.8384
2020-08-23 13:21:00,88.0200,65.9600
2020-08-23 13:22:00,88.0800,65.9900
2020-08-23 13:23:00,88.1500,65.9000
2020-08-23 13:24:00,88.1900,65.7200
2020-08-23 13:25:00,88.2700,66.0800
2020-08-23 13:26:00,88.3300,65.8700
2020-08-23 13:27:00,88.3900,65.8400
2020-08-23 13:28:00,88.4200,65.4700
2020-08-23 13:29:00,88.5200,65.1100
2020-08-23 13:30:00,88.6000,65.1700
2020-08-23 13:31:00,88.6800,64.4700
2020-08-23 13:32:00,88.7500,64.7100
2020-08-23 13:33:00,88.8100,65.0400
2020-08-23 13:34:00,88.8500,64.6800
2020-08-23 13:35:00,88.8900,64.1900
2020-08-23 13:36:00,88.9300,64.1300
2020-08-23 13:37:00,88.9600,64.2200
2020-08-23 13:38:00,89.0200,64.5600
2020-08-23 13:39:00,89.0800,64.5000
2020-08-23 13:40:00,89.1400,63.9500
2020-08-23 13:41:00,89.2000,63.9500
2020-08-23 13:42:00,89.2500,63.4300
2020-08-23 13:43:00,89.3100,63.2400
2020-08-23 13:44:00,89.3700,62.9100
2020-08-23 13:45:00,89.4500,62.9700
2020-08-23 13:46:00,89.5200,63.4300
2020-08-23 13:47:00,89.6000,64.1300
2020-08-23 13:48:00,89.6800,64.5300
2020-08-23 13:49:00,89.7200,64.2800
2020-08-23 13:50:00,89.7900,64.3400
2020-08-23 13:51:00,89.8300,62.9100
2020-08-23 13:52:00,89.9300,62.6600
2020-08-23 13:53:00,89.9500,63.3400
2020-08-23 13:54:00,90.0300,63.5500
2020-08-23 13:55:00,90.1000,63.5800
2020-08-23 13:56:00,90.1400,63.2400
2020-08-23 13:57:00,90.2000,62.3900
2020-08-23 13:58:00,90.2400,62.1500
2020-08-23 13:59:00,90.2800,61.9900
2020-08-23 14:00:00,90.3400,62.7600
2020-08-23 14:01:00,90.3900,63.0300
2020-08-23 14:02:00,90.4500,63.3700
2020-08-23 14:03:00,90.5300,63.5500
2020-08-23 14:04:00,90.6100,63.8200
2020-08-23 14:05:00,90.6800,63.9800
2020-08-23 14:06:00,90.7400,62.7600
2020-08-23 14:07:00,90.7600,62.7600
2020-08-23 14:08:00,90.8400,62.9400
2020-08-23 14:09:00,90.9100,63.2100
2020-08-23 14:10:00,90.9700,63.3100
2020-08-23 14:11:00,91.0500,62.9700
2020-08-23 14:12:00,91.1300,63.1200
2020-08-23 14:13:00,91.2000,63.0000
2020-08-23 14:14:00,91.2800,63.2400
2020-08-23 14:15:00,91.3400,62.3000
2020-08-23 14:16:00,91.3600,62.2700
2020-08-23 14:17:00,91.4000,62.5400
2020-08-23 14:18:00,91.4500,61.9000
2020-08-23 14:19:00,91.4900,61.4400
2020-08-23 14:20:00,91.4900,61.1400
2020-08-23 14:21:00,91.5100,60.8300
2020-08-23 14:22:00,91.5100,60.3800
2020-08-23 14:23:00,91.5300,60.1900
2020-08-23 14:24:00,91.5700,60.2800
2020-08-23 14:25:00,91.5900,60.3500
2020-08-23 14:26:00,91.6300,60.5600
2020-08-23 14:27:00,91.6500,60.1600
2020-08-23 14:28:00,91.6900,60.0700
2020-08-23 14:29:00,91.7400,61.1400
2020-08-23 14:30:00,91.8000,60.5600
2020-08-23 14:31:00,91.8400,61.0200
2020-08-23 14:32:00,91.9000,61.3800
2020-08-23 14:33:00,91.9400,61.1400
2020-08-23 14:34:00,91.9800,61.2300
2020-08-23 14:35:00,92.0300,61.9000
2020-08-23 14:36:00,92.1100,61.9900
2020-08-23 14:37:00,92.1500,61.9900
2020-08-23 14:38:00,92.2100,62.1500
2020-08-23 14:39:00,92.2700,62.0800
2020-08-23 14:40:00,92.3200,61.7800
2020-08-23 14:41:00,92.3800,61.3200
2020-08-23 14:42:00,92.4200,61.3500
2020-08-23 14:43:00,92.5200,61.6300
2020-08-23 14:44:00,92.5600,61.0800
2020-08-23 14:45:00,92.6100,60.5000
2020-08-23 14:46:00,92.6500,60.2500
2020-08-23 14:47:00,92.7100,60.4400
2020-08-23 14:48:00,92.7700,60.8000
2020-08-23 14:49:00,92.8100,60.3800
2020-08-23 14:50:00,92.8400,59.6100
2020-08-23 14:51:00,92.8400,59.8900
2020-08-23 14:52:00,92.8800,60.1900
2020-08-23 14:53:00,92.9200,60.4400
2020-08-23 14:54:00,92.9600,60.2200
2020-08-23 14:55:00,92.9800,59.9800
2020-08-23 14:56:00,93.0000,60.4700
2020-08-23 14:57:00,93.0400,59.3700
2020-08-23 14:58:00,93.1000,60.1600
2020-08-23 14:59:00,93.1000,59.4600
2020-08-23 15:00:00,93.1000,59.3700
2020-08-23 15:01:00,93.1000,59.6100
2020-08-23 15:02:00,93.1200,59.8300
2020-08-23 15:03:00,93.1000,59.3100
2020-08-23 15:04:00,93.1200,59.3400
2020-08-23 15:05:00,93.1000,59.1900
2020-08-23 15:06:00,93.1000,58.8500
2020-08-23 15:07:00,93.1000,58.7300
2020-08-23 15:08:00,93.1200,59.0300
2020-08-23 15:09:00,93.1200,58.6700
2020-08-23 15:10:00,93.1300,59.3100
2020-08-23 15:11:00,93.1500,59.5500
2020-08-23 15:12:00,93.1700,59.8000
2020-08-23 15:13:00,93.2100,59.7000
2020-08-23 15:14:00,93.2300,59.8900
2020-08-23 15:15:00,93.2500,59.8600
2020-08-23 15:16:00,93.2700,59.8600
2020-08-23 15:17:00,93.2900,59.5200
2020-08-23 15:18:00,93.3100,59.7000
2020-08-23 15:19:00,93.2900,58.9400
2020-08-23 15:20:00,93.2900,58.5100
2020-08-23 15:21:00,93.2900,58.4200
2020-08-23 15:22:00,93.2700,58.1800
2020-08-23 15:23:00,93.3100,58.7300
2020-08-23 15:24:00,93.3300,59.1900
2020-08-23 15:25:00,93.3700,59.5500
2020-08-23 15:26:00,93.4000,59.0300
2020-08-23 15:27:00,93.4000,59.4900
2020-08-23 15:28:00,93.4000,58.7300
2020-08-23 15:29:00,93.4000,58.5400
2020-08-23 15:30:00,93.4000,58.5800
2020-08-23 15:31:00,93.4200,58.2100
2020-08-23 15:32:00,93.4000,58.1800
2020-08-23 15:33:00,93.4200,58.4200
2020-08-23 15:34:00,93.4000,58.0600
2020-08-23 15:35:00,93.4000,57.8700
2020-08-23 15:36:00,93.4000,58.0300
2020-08-23 15:37:00,93.4200,58.7300
2020-08-23 15:38:00,93.4400,58.4200
2020-08-23 15:39:00,93.4400,57.7800
2020-08-23 15:40:00,93.4400,57.8700
2020-08-23 15:41:00,93.4400,57.4800
2020-08-23 15:42:00,93.4800,57.9600
2020-08-23 15:43:00,93.5000,58.0300
2020-08-23 15:44:00,93.5400,58.1200
2020-08-23 15:45:00,93.5600,58.4200
2020-08-23 15:46:00,93.5800,58.2700
